English	Swedish	POS	source	row
Orthogonal Frequency-Division Multiple Access (OFDMA)		N?	ICT-keywords-20141203.xlsx	2291
Orthogonal frequency-division multiplexing (OFDM)	Ortogonal frekvensdelningsmultiplex	N?	ICT-keywords-20141203.xlsx	2292
os, oses	operativsystem, operativsystemet, operativsystem	N	shorter-gf-termsEngSwe.tsv	1099
oscillator	oscillatorn	N?	ICT-keywords-20141203.xlsx	2293
OSPF with traffic engineering (OSPF-TE)	öppen kortaste vägen först med trafikteknik	N?	ICT-keywords-20141203.xlsx	2294
Other Architecture Styles 	Övriga arkitekturmodeller	N?	ACM-klassificering-1998-en-sv.xls	214
otherwise	annars	N?	ICT-keywords-20141203.xlsx	2296
other|s	annat andra	N?	ICT-keywords-20141203.xlsx	2295
out of band	utanför bandet	N?	ICT-keywords-20141203.xlsx	2297
out-of-service	ut-från tjänsten	N?	ICT-keywords-20141203.xlsx	2305
outage	driftavbrott	N?	ICT-keywords-20141203.xlsx	2298
outage probability	driftavbrottssannolikheten	N?	ICT-keywords-20141203.xlsx	2299
outbound	utgående	N?	ICT-keywords-20141203.xlsx	2300
outcome evaluation	utvärdering av resultatet	N?	ICT-keywords-20141203.xlsx	2301
outcome, outcomes	utfall, utfallet, utfall	N	shorter-gf-termsEngSwe.tsv	1100
outdoors	utomhus	N?	ICT-keywords-20141203.xlsx	2302
outfit-centric accessories	dräkten centrerade tillbehör	N?	ICT-keywords-20141203.xlsx	2303
outgoing	utgående	N?	ICT-keywords-20141203.xlsx	2304
output, outputs	utdata, urdatan, utdata	N	shorter-gf-termsEngSwe.tsv	1101
outside-in  thinking	utifrån och in tänkande	N?	ICT-keywords-20141203.xlsx	2306
outstanding	enastående	N?	ICT-keywords-20141203.xlsx	2307
over-the-air		N?	ICT-keywords-20141203.xlsx	2317
over-the-air programming (OTA)		N?	ICT-keywords-20141203.xlsx	2318
over-write overwritten	"överskriv ""skrivas över"""	N?	ICT-keywords-20141203.xlsx	2320
overall	övergripande	N?	ICT-keywords-20141203.xlsx	2308
overcome, overcomed, overcomed	 överkomma, överkom, överkommit	V	shorter-gf-termsEngSwe.tsv	1102
overcomes	övervinner	N?	ICT-keywords-20141203.xlsx	2309
overflows	överflöden	N?	ICT-keywords-20141203.xlsx	2310
overhead (expenses)	omkostnader	N?	ICT-keywords-20141203.xlsx	2311
overlapping	överlappande	N?	ICT-keywords-20141203.xlsx	2312
overlay	överlagring	N?	ICT-keywords-20141203.xlsx	2313
overlay network/overlay networks	överlappande nät	N?	ICT-keywords-20141203.xlsx	2314
overload overloaded	överbelastning överbelastad	N?	ICT-keywords-20141203.xlsx	2315
overrun	överskridande	N?	ICT-keywords-20141203.xlsx	2316
overview	översikt	N?	ICT-keywords-20141203.xlsx	2319
overview, overviews	översikt, översikten, översikter	N	shorter-gf-termsEngSwe.tsv	1103
own owns owned owner owning	äga äger ägda ägare äga	N?	ICT-keywords-20141203.xlsx	2321
p2p churn	P2P kärna	N?	ICT-keywords-20141203.xlsx	2322
p2p replication protocol	P2P replikeringsprotokoll	N?	ICT-keywords-20141203.xlsx	2323
package, packages	paket, paketet, paket	N	shorter-gf-termsEngSwe.tsv	1104
package|s packaging	paketet paketen förpackning	N?	ICT-keywords-20141203.xlsx	2324
packet classification		N?	ICT-keywords-20141203.xlsx	2327
packet loss	paketförlust	N?	ICT-keywords-20141203.xlsx	2328
packet packets packetized packetization	paket paketen pakete paketering	N?	ICT-keywords-20141203.xlsx	2329
packet, packets	paket, paketet, paket	N	shorter-gf-termsEngSwe.tsv	1105
packet-based	paketbaserat	N?	ICT-keywords-20141203.xlsx	2326
packet-pair	paket par	N?	ICT-keywords-20141203.xlsx	2330
Packet-switching networks  	Paketförmedlade nät	N?	ACM-klassificering-1998-en-sv.xls	245
packet|s packetized	paketet paketen paketerad	N?	ICT-keywords-20141203.xlsx	2325
PACTs		N?	ICT-keywords-20141203.xlsx	2331
page pages paging	sidan	N?	ICT-keywords-20141203.xlsx	2332
page scraping	sida skrapning	N?	ICT-keywords-20141203.xlsx	2333
page, paged, paged	 söka, sökte, sökt	V	shorter-gf-termsEngSwe.tsv	1107
page, pages	sida, sidan, sidor	N	shorter-gf-termsEngSwe.tsv	1106
pager	personsökare	N?	ICT-keywords-20141203.xlsx	2334
Paint systems 	Illustrationssystem	N?	ACM-klassificering-1998-en-sv.xls	1113
pair programming	parprogrammering	N?	ICT-keywords-20141203.xlsx	2336
pair programming, pair programmings	parprogrammering, parprogrammeringen, parprogrammeringar	N	shorter-gf-termsEngSwe.tsv	1109
pair, pairs	par, paret, par	N	shorter-gf-termsEngSwe.tsv	1108
pairs	par	N?	ICT-keywords-20141203.xlsx	2335
panel, panels	panel, panelen, paneler	N	shorter-gf-termsEngSwe.tsv	1110
paper based patient record (PPR)	pappersbaserade patientjournalen	N?	ICT-keywords-20141203.xlsx	2337
paper papers	papper 	N?	ICT-keywords-20141203.xlsx	2338
paper-prototype	papper-prototyp	N?	ICT-keywords-20141203.xlsx	2339
Parabolic equations 		N?	ACM-klassificering-1998-en-sv.xls	754
paradigm, paradigms	paradigm, paradigmen, paradigmer	N	shorter-gf-termsEngSwe.tsv	1111
parallel	parallell	N?	ICT-keywords-20141203.xlsx	2340
parallel	parallell, parallellt	A	shorter-gf-termsEngSwe.tsv	1112
Parallel 	Parallell	N?	ACM-klassificering-1998-en-sv.xls	1257
Parallel 	Parallella	N?	ACM-klassificering-1998-en-sv.xls	43
Parallel algorithms 		N?	ACM-klassificering-1998-en-sv.xls	672
parallel algorithms/modules	parallella algoritmer/moduler	N?	ICT-keywords-20141203.xlsx	2341
Parallel and vector implementations  		N?	ACM-klassificering-1998-en-sv.xls	804
Parallel Architectures  	Parallella arkitekturer	N?	ACM-klassificering-1998-en-sv.xls	225
Parallel circuits 	Parallella kretsar	N?	ACM-klassificering-1998-en-sv.xls	143
parallel computing framework	parallell databehandling ramverk	N?	ICT-keywords-20141203.xlsx	2342
parallel computing, parallel computings	parallelldator, parallelldatorn, parallelldatorer	N	shorter-gf-termsEngSwe.tsv	1114
parallel cyclic redundancy check	parallell cyklisk redundanskontroll	N?	ICT-keywords-20141203.xlsx	2343
Parallel databases  		N?	ACM-klassificering-1998-en-sv.xls	846
parallel discrete event simulation	parallella diskret händelsestyrd simulering	N?	ICT-keywords-20141203.xlsx	2344
Parallel I/O  	Parallell I/O	N?	ACM-klassificering-1998-en-sv.xls	98
Parallel processing 	Parallellbearbetning	N?	ACM-klassificering-1998-en-sv.xls	1091
Parallel processors [**] 	Parallella processorer [**]	N?	ACM-klassificering-1998-en-sv.xls	211
Parallel programming 	Parallell programmering	N?	ACM-klassificering-1998-en-sv.xls	308
Parallel rewriting systems (e.g., developmental systems, L-systems) 		N?	ACM-klassificering-1998-en-sv.xls	651
parallel, parallels	parallell, parallellen, paralleller	N	shorter-gf-termsEngSwe.tsv	1113
Parallelism and concurrency 	Parallellism och samtidighet	N?	ACM-klassificering-1998-en-sv.xls	582
parallelism, parallelisms	parallelism, parallelismen, parallelismer	N	shorter-gf-termsEngSwe.tsv	1115
parallellization, parallellizations	parallellisering, parallelliseringen, parallelliseringar	N	shorter-gf-termsEngSwe.tsv	1116
Parameter learning 	Parameterinlärning	N?	ACM-klassificering-1998-en-sv.xls	1042
parameter parameters	parameter	N?	ICT-keywords-20141203.xlsx	2345
parameter, parameters	parameter, parametern, parametrar	N	shorter-gf-termsEngSwe.tsv	1117
parentheses	parenteser	N?	ICT-keywords-20141203.xlsx	2346
parity	paritet	N?	ICT-keywords-20141203.xlsx	2347
park parked	park parkerade	N?	ICT-keywords-20141203.xlsx	2348
parse, parsed, parsed	 parsa, parsade, parsat	V	shorter-gf-termsEngSwe.tsv	1118
parser, parsers	parser, parsern, parsers	N	shorter-gf-termsEngSwe.tsv	1119
parsing	pars	N?	ICT-keywords-20141203.xlsx	2349
Parsing 		N?	ACM-klassificering-1998-en-sv.xls	652
Parsing 	Parsning	N?	ACM-klassificering-1998-en-sv.xls	461
parsing, parsings	parsning, parsningen, parsningar	N	shorter-gf-termsEngSwe.tsv	1120
part parts	del delar	N?	ICT-keywords-20141203.xlsx	2350
part, parts	del, delen, delar	N	shorter-gf-termsEngSwe.tsv	1121
partial	partiell 	N?	ICT-keywords-20141203.xlsx	2351
Partial Differential Equations 		N?	ACM-klassificering-1998-en-sv.xls	743
Partial evaluation  	Partiell utvärdering	N?	ACM-klassificering-1998-en-sv.xls	624
partial reconfiguration	partiell omkonfigurering	N?	ICT-keywords-20141203.xlsx	2352
participant participants participating	deltagare	N?	ICT-keywords-20141203.xlsx	2353
participatory design	användarmedverkan	N?	ICT-keywords-20141203.xlsx	2355
participatory research	deltagande forskning	N?	ICT-keywords-20141203.xlsx	2356
particle effects	partikeleffekter	N?	ICT-keywords-20141203.xlsx	2357
particle system	partikelsystem	N?	ICT-keywords-20141203.xlsx	2358
particular particularly	särskilt	N?	ICT-keywords-20141203.xlsx	2359
partition, partitionned, partitionned	 dela, delade, delat	V	shorter-gf-termsEngSwe.tsv	1123
partition, partitions	del, delen, delar	N	shorter-gf-termsEngSwe.tsv	1122
partitioned partitioning	uppdelades partitione	N?	ICT-keywords-20141203.xlsx	2360
partnering	samverkan	N?	ICT-keywords-20141203.xlsx	2361
partnering declaration	partneringdeklaration	N?	ICT-keywords-20141203.xlsx	2362
partnering team	partneringteam	N?	ICT-keywords-20141203.xlsx	2363
partnership, partnerships	partnerskap, partnerskapen, partnerskaper	N	shorter-gf-termsEngSwe.tsv	1124
parts		N?	ICT-keywords-20141203.xlsx	2364
party parties	deltagare parterna	N?	ICT-keywords-20141203.xlsx	2365
pass passes passing passed	passning passerar passerar passerar	N?	ICT-keywords-20141203.xlsx	2366
passive	passiv	N?	ICT-keywords-20141203.xlsx	2367
password, passwords	lösenord, lösenordet, lösenord	N	shorter-gf-termsEngSwe.tsv	1125
patches	plåster	N?	ICT-keywords-20141203.xlsx	2368
patent	patent	N?	ICT-keywords-20141203.xlsx	2369
Patents 	Patent	N?	ACM-klassificering-1998-en-sv.xls	1402
Path and circuit problems 		N?	ACM-klassificering-1998-en-sv.xls	776
path computation	bana beräkning	N?	ICT-keywords-20141203.xlsx	2371
path computation client (PCC)		N?	ICT-keywords-20141203.xlsx	2372
path computation element (PCE)		N?	ICT-keywords-20141203.xlsx	2373
path, paths	väg, vägen, vägar	N	shorter-gf-termsEngSwe.tsv	1126
path|s	bana banor	N?	ICT-keywords-20141203.xlsx	2370
patrol	patrull	N?	ICT-keywords-20141203.xlsx	2374
Pattern analysis 	Mönsteranalys	N?	ACM-klassificering-1998-en-sv.xls	1222
pattern extraction	mönster extraktion	N?	ICT-keywords-20141203.xlsx	2376
Pattern matching 	Mönstermatchning	N?	ACM-klassificering-1998-en-sv.xls	605
pattern patterns patterned	mönster	N?	ICT-keywords-20141203.xlsx	2375
PATTERN RECOGNITION 	MÖNSTERIGENKÄNNING	N?	ACM-klassificering-1998-en-sv.xls	1210
pattern, patterns	mönster, mönstret, mönster	N	shorter-gf-termsEngSwe.tsv	1127
Patterns  	Mönster	N?	ACM-klassificering-1998-en-sv.xls	449
Patterns (e.g., client/server, pipeline, blackboard)  	Modeller (t.ex. klient-server-, rörlednings-, skrivtavle-)	N?	ACM-klassificering-1998-en-sv.xls	403
pause pauses	paus pauser	N?	ICT-keywords-20141203.xlsx	2377
payload|s	last laster	N?	ICT-keywords-20141203.xlsx	2378
payment	betalning 	N?	ICT-keywords-20141203.xlsx	2379
payment privacy	betalning integritet/betalning sekretess	N?	ICT-keywords-20141203.xlsx	2380
Payment schemes  		N?	ACM-klassificering-1998-en-sv.xls	1394
payment services	betaltjänster	N?	ICT-keywords-20141203.xlsx	2381
PCI extension for instrumentation (PXI)		N?	ICT-keywords-20141203.xlsx	2382
peer, peered, peered	 kika, kikade, kikat	V	shorter-gf-termsEngSwe.tsv	1129
peer, peers	jämlike, jämliken, jämlikar	N	shorter-gf-termsEngSwe.tsv	1128
peer-to-peer	icke-hierarkiskt	N?	ICT-keywords-20141203.xlsx	2383
peer-to-peer (P2P) network	icke-hierarkiskt nät	N?	ICT-keywords-20141203.xlsx	2384
peer-to-peer (P2P) system	icke-hierarkiskt system	N?	ICT-keywords-20141203.xlsx	2385
peer-to-peer communication	icke-hierarkiskt kommunikation	N?	ICT-keywords-20141203.xlsx	2386
peer-to-peer services	icke-hierarkiskt tjänster	N?	ICT-keywords-20141203.xlsx	2387
penalty, penalties	bestraffning, bestraffningen, bestraffningar	N	shorter-gf-termsEngSwe.tsv	1130
pending	avvaktan	N?	ICT-keywords-20141203.xlsx	2388
penetration	penetrering	N?	ICT-keywords-20141203.xlsx	2389
penetration testing	penetrationstester	N?	ICT-keywords-20141203.xlsx	2390
people	människor	N?	ICT-keywords-20141203.xlsx	2391
People 	Personer	N?	ACM-klassificering-1998-en-sv.xls	1346
per-session	per-sessionen	N?	ICT-keywords-20141203.xlsx	2404
Perceptual reasoning 	Perceptuellt resonerande	N?	ACM-klassificering-1998-en-sv.xls	1074
perform performed	utföra utfört	N?	ICT-keywords-20141203.xlsx	2392
perform, performed, performed	 utföra, utförde, utfört	V	shorter-gf-termsEngSwe.tsv	1131
performance	prestanda/prestanda	N?	ICT-keywords-20141203.xlsx	2393
Performance (C.4, 2.8, I.6) 	Prestanda (C.4, 2.8, 1.6)	N?	ACM-klassificering-1998-en-sv.xls	518
Performance Analysis and Design Aids  	Hjälpmedel för prestandaanalys och konstruktion	N?	ACM-klassificering-1998-en-sv.xls	186
Performance Analysis and Design Aids [**] (8) 	Hjälpmedel för prestandaanalys och konstruktion [**] (8)	N?	ACM-klassificering-1998-en-sv.xls	45
Performance Analysis and Design Aids [**] (8) 	Hjälpmedel för prestandaanalys- och konstruktion [**] (8)	N?	ACM-klassificering-1998-en-sv.xls	101
Performance Analysis and Design Aids [**] (8, C.4) 	Hjälpmedel för prestandaanalys och design [**] (8, C.4)	N?	ACM-klassificering-1998-en-sv.xls	73
performance analysis, performance analyses	prestandaanalys, prestandaanalysen, prestandaanalyser	N	shorter-gf-termsEngSwe.tsv	1133
PERFORMANCE AND RELIABILITY  (C.4) 	Prestanda och tillförlitlighet (C.4)	N?	ACM-klassificering-1998-en-sv.xls	183
Performance and usage measurement 	Mätning av prestanda och användning	N?	ACM-klassificering-1998-en-sv.xls	1427
Performance attributes 	Prestandaattribut	N?	ACM-klassificering-1998-en-sv.xls	284
performance bottleneck, performance bottlenecks	prestandaflaskhals, prestandaflaskhalsen, prestandaflaskhalsar	N	shorter-gf-termsEngSwe.tsv	1134
performance evaluation	utvärdering av prestanda	N?	ICT-keywords-20141203.xlsx	2395
Performance evaluation (efficiency and effectiveness)  		N?	ACM-klassificering-1998-en-sv.xls	891
performance management	prestandahantering	N?	ICT-keywords-20141203.xlsx	2396
Performance measures 	Prestandamått	N?	ACM-klassificering-1998-en-sv.xls	381
PERFORMANCE OF SYSTEMS 	PRESTANDA FÖR SYSTEM	N?	ACM-klassificering-1998-en-sv.xls	279
performance optimization, performance optimizations	prestandaoptimering, prestandaoptimeringen, prestandaoptimeringar	N	shorter-gf-termsEngSwe.tsv	1135
performance testing	prestanda tester	N?	ICT-keywords-20141203.xlsx	2397
performance tests	prestandatester	N?	ICT-keywords-20141203.xlsx	2398
performance, performances	prestanda, prestandan, prestanda	N	shorter-gf-termsEngSwe.tsv	1132
performance-enhancing	prestationshöjande	N?	ICT-keywords-20141203.xlsx	2394
Performing arts (e.g., dance, music)  		N?	ACM-klassificering-1998-en-sv.xls	1324
periodic periodically	periodisk periodiskt	N?	ICT-keywords-20141203.xlsx	2400
period|s	period perioder	N?	ICT-keywords-20141203.xlsx	2399
peripheral	yttre, yttre	A	shorter-gf-termsEngSwe.tsv	1136
Peripheral control [**] 	Styrning av kringutrustning [**]	N?	ACM-klassificering-1998-en-sv.xls	36
peripheral, peripherals	kringutrustning, kringutrustningen, kringutrustningar	N	shorter-gf-termsEngSwe.tsv	1137
peripheral|s	kringutrustning	N?	ICT-keywords-20141203.xlsx	2401
perl, perls	perl, perlet, perl	N	shorter-gf-termsEngSwe.tsv	1138
permission	tillstånd	N?	ICT-keywords-20141203.xlsx	2402
permits	tillåter 	N?	ICT-keywords-20141203.xlsx	2403
permutation, permutations	permutation, permutationen, permutationer	N	shorter-gf-termsEngSwe.tsv	1139
Permutations and combinations 		N?	ACM-klassificering-1998-en-sv.xls	769
persistent	ständig, ständigt	A	shorter-gf-termsEngSwe.tsv	1140
persistent persistently	ihållandeihärdigt	N?	ICT-keywords-20141203.xlsx	2405
person 	person 	N?	ICT-keywords-20141203.xlsx	2406
person-to-machine	person-till-maskin	N?	ICT-keywords-20141203.xlsx	2413
person-to-person	personlig	N?	ICT-keywords-20141203.xlsx	2414
personal area networks	personliga nätverk	N?	ICT-keywords-20141203.xlsx	2408
personal computer, personal computers	persondator, persondatorn, persondatorer	N	shorter-gf-termsEngSwe.tsv	1141
Personal computers 	Persondatorer	N?	ACM-klassificering-1998-en-sv.xls	293
PERSONAL COMPUTING 	DATABEHANDLING MED PERSONDATORER	N?	ACM-klassificering-1998-en-sv.xls	1459
personal digital assistant (PDA)	handdator/fickdator	N?	ICT-keywords-20141203.xlsx	2409
personal personally	personlig personligen	N?	ICT-keywords-20141203.xlsx	2407
personality	personlighet	N?	ICT-keywords-20141203.xlsx	2410
personalization	personalisering	N?	ICT-keywords-20141203.xlsx	2411
personnel	personal	N?	ICT-keywords-20141203.xlsx	2412
perspective	perspektiv	N?	ICT-keywords-20141203.xlsx	2415
persuasive technology	övertygande teknik	N?	ICT-keywords-20141203.xlsx	2418
pervasive	genomträngande	N?	ICT-keywords-20141203.xlsx	2416
Petri nets 	Petrinät	N?	ACM-klassificering-1998-en-sv.xls	330
phase noise	fasbrus	N?	ICT-keywords-20141203.xlsx	2419
phase-comparison monopulse	fas-jämförelseenkelpuls	N?	ICT-keywords-20141203.xlsx	2420
phaseout	avveckling	N?	ICT-keywords-20141203.xlsx	2421
phase|s phased	fas faser fasas	N?	ICT-keywords-20141203.xlsx	2417
Philosophical foundations 	Filosofiska grunder	N?	ACM-klassificering-1998-en-sv.xls	999
philosophy, philosophies	filosofi, filosofin, filosofier	N	shorter-gf-termsEngSwe.tsv	1142
phone call	telefonsamtal	N?	ICT-keywords-20141203.xlsx	2423
phone call simulation	telefonsamtalssimulation	N?	ICT-keywords-20141203.xlsx	2424
phone|s	telefon telefoner	N?	ICT-keywords-20141203.xlsx	2422
Photocomposition/typesetting 	Fotosättning/sättning	N?	ACM-klassificering-1998-en-sv.xls	1275
Photometry 	Fotometri	N?	ACM-klassificering-1998-en-sv.xls	1193
php, phps	php, phpn, phper	N	shorter-gf-termsEngSwe.tsv	1143
PHP: Hypertext Preprocessor (PHP)		N?	ICT-keywords-20141203.xlsx	2425
Physical Design 		N?	ACM-klassificering-1998-en-sv.xls	831
physical downlink control channel (PDCCH)	fysisk styrkanal i nedlänk	N?	ICT-keywords-20141203.xlsx	2427
physical physically	fysisk fysiskt	N?	ICT-keywords-20141203.xlsx	2426
PHYSICAL SCIENCES AND ENGINEERING 	Naturvetenskap och teknik	N?	ACM-klassificering-1998-en-sv.xls	1298
Physical security [**] 	Fysisk säkerhet [**]	N?	ACM-klassificering-1998-en-sv.xls	1442
